r rho u P M
1128944695.1472678 313791.2821110347 5.571186837248383e+17 6.475364606692795e+22 7.36003999994855e+33
1134500599.9563897 311430.35440623236 5.554892479209255e+17 6.410120048442494e+22 7.387888799950262e+33
1140043892.1745017 309100.0729550912 5.5387325613533715e+17 6.345891048262915e+22 7.415737599951946e+33
1145574758.5085168 306799.7917686473 5.522704674816724e+17 6.282653965980901e+22 7.443586399953611e+33
1151093382.3808968 304528.88370150636 5.5068064739625363e+17 6.220385900155037e+22 7.471435199955249e+33
1156599944.0128896 302286.7397525524 5.491035674006973e+17 6.159064659328523e+22 7.499283999956868e+33
1162094620.50507 300072.7684036963 5.4753900489570995e+17 6.098668734366642e+22 7.52713279995846e+33
1167577585.9154773 297886.39497888373 5.459867429722414e+17 6.039177272343681e+22 7.554981599960042e+33
1173049011.3353028 295727.0610369247 5.444465702429847e+17 5.980570051783082e+22 7.582830399961606e+33
1178509064.962204 293594.2237929672 5.42918280694534e+17 5.9228274589317e+22 7.610679199963143e+33
1183957912.1717913 291487.3555399781 5.4140167356945414e+17 5.865930465179133e+22 7.638527999964651e+33
1189395715.5855455 289405.9431912827 5.3989655217610944e+17 5.809860597828506e+22 7.666376799966141e+33
1194822635.138266 287349.4876837297 5.3840272539719565e+17 5.754599932142952e+22 7.694225599967595e+33
1200238828.1434774 285317.50349264644 5.3692000749864134e+17 5.700131071283652e+22 7.72207439996902e+33
1205644449.3552563 283309.51824987505 5.354482163965982e+17 5.646437114924888e+22 7.749923199970409e+33
1211039651.0295105 281325.07222616003 5.339871745119349e+17 5.593501648508e+22 7.77777199997177e+33
1216424582.9830813 279363.71792055893 5.325367085643429e+17 5.541308725703827e+22 7.805620799973113e+33
1221799392.651064 277425.01965060196 5.31096649417292e+17 5.4898428515574646e+22 7.833469599974446e+33
1227164225.142416 275508.55315814784 5.296668319446951e+17 5.4390889664886935e+22 7.861318399975752e+33
1232519223.293933 273613.9052312809 5.282470949194317e+17 5.389032431054871e+22 7.889167199977021e+33
1237864527.722596 271740.6733426493 5.268372808855285e+17 5.339659011305832e+22 7.917015999978244e+33
1243200276.8764465 269888.46529820265 5.2543723604442694e+17 5.290954864753938e+22 7.944864799979439e+33
1248526607.083949 268056.8989031102 5.240468101598166e+17 5.242906527000009e+22 7.972713599980606e+33
1253843652.6019647 266245.6016387291 5.226658564480888e+17 5.1955008987834725e+22 8.000562399981755e+33
1259151545.662406 264454.2103495179 5.2129423146864346e+17 5.148725233560218e+22 8.028411199982858e+33
1264450416.517582 262682.37094569893 5.199317950409382e+17 5.102567125612435e+22 8.056259999983914e+33
1269740393.4843268 260929.73811295166 5.185784101355688e+17 5.057014498558375e+22 8.084108799984925e+33
1275021602.986976 259195.97503343032 5.1723394279163494e+17 5.012055594324824e+22 8.111957599985899e+33
1280294169.599233 257480.75311626995 5.158982620212092e+17 4.96767896255924e+22 8.139806399986836e+33
1285558216.084997 255783.75173791824 5.145712397323109e+17 4.923873450436958e+22 8.167655199987754e+33
1290813863.438199 254104.65798979727 5.13252750633645e+17 4.880628192752245e+22 8.195503999988635e+33
1296061230.9217162 252443.16643604904 5.1194267214248954e+17 4.837932602365601e+22 8.223352799989471e+33
1301300436.1054165 250798.97887720674 5.106408842959152e+17 4.795776360972809e+22 8.251201599990269e+33
1306531594.9033782 249171.80412301622 5.0934726962949926e+17 4.754149410018523e+22 8.279050399991049e+33
1311754821.6097775 247561.3577981773 5.0806171299983277e+17 4.713041941893339e+22 8.306899199991792e+33
1316970228.9363027 245967.36202321269 5.067841030536742e+17 4.672444401369544e+22 8.334747999992499e+33
1322177928.0463295 244389.5453295384 5.055143296793215e+17 4.632347461285294e+22 8.362596799993186e+33
1327378028.5885768 242827.6424529358 5.042522839512823e+17 4.5927420150356245e+22 8.390445599993828e+33
1332570638.7328618 241281.39401530518 5.029978604927917e+17 4.55361918511066e+22 8.418294399994423e+33
1337755865.2033322 239750.5464294176 5.017509558928947e+17 4.514970306377354e+22 8.446143199994982e+33
1342933813.3118482 238234.8516865917 5.005114687565441e+17 4.476786919401672e+22 8.473991999995495e+33
1348104586.9910886 236734.06717282257 4.992792996631238e+17 4.439060764064068e+22 8.501840799995961e+33
1353268288.8272667 235247.95549655176 4.9805435114568134e+17 4.40178377324609e+22 8.529689599996409e+33
1358425020.0923967 233776.28432561163 4.9683652762931066e+17 4.364948066839927e+22 8.557538399996839e+33
1363574880.7760189 232318.82623629554 4.956257353845571e+17 4.328545946105209e+22 8.585387199997259e+33
1368717969.6160808 230875.3585805939 4.944218825160467e+17 4.292569888519392e+22 8.613235999997633e+33
1373854384.1287677 229445.66337033894 4.9322487893713766e+17 4.257012543191809e+22 8.64108479999797e+33
1378984220.6367955 228029.5271857614 4.920346363715143e+17 4.221866726775013e+22 8.668933599998271e+33
1384107574.295809 226626.74110619136 4.9085106835390765e+17 4.187125420017395e+22 8.696782399998553e+33
1389224539.1183984 225237.10066498042 4.896740902807706e+17 4.152781764994081e+22 8.724631199998816e+33
1394335207.9952726 223860.40582891967 4.8850361945549325e+17 4.118829062865096e+22 8.75247999999907e+33
1399439672.713275 222496.46099284026 4.8733957514070765e+17 4.085260771987626e+22 8.780328799999315e+33
1404538023.9700863 221145.07498372075 4.8618187863575014e+17 4.0520705062397045e+22 8.808177599999524e+33
1409630351.3857796 219806.06105941723 4.8503045331892243e+17 4.0192520331516585e+22 8.836026399999686e+33
1414716743.5118103 218479.236883342 4.8388522468106554e+17 3.986799271330356e+22 8.863875199999811e+33
1419797287.8385484 217164.42445386617 4.827461203049305e+17 3.954706286759348e+22 8.891723999999908e+33
1424872070.803086 215861.4499627381 4.816130697972966e+17 3.9229672873899825e+22 8.919572799999969e+33
1429941177.7996657 214570.1435590242 4.804860046264204e+17 3.891576615444789e+22 8.947421600000002e+33
1435004693.1954098 213290.33900496384 4.793648578946937e+17 3.860528737383703e+22 8.975270400000007e+33
1440103872.2604055 212016.72490282185 4.7824502761185894e+17 3.829693704394323e+22 9.00334601056367e+33
1445238820.0880847 210744.16672430534 4.771220033749713e+17 3.798946900035822e+22 9.031649288265864e+33
1450409641.5083234 209472.7375841496 4.759958285674162e+17 3.7682901494265253e+22 9.060181080626328e+33
1455616441.1293626 208202.50890309864 4.7486654729338003e+17 3.737725227949053e+22 9.088942225946978e+33
1460859323.361804 206933.55118085092 4.737342060899338e+17 3.70725388827944e+22 9.117933553149313e+33
1466138392.367471 205665.9369523779 4.725988581413682e+17 3.676877944739431e+22 9.147155881611816e+33
1471453751.798247 204399.7487413689 4.7146057269721837e+17 3.6465994826965253e+22 9.176610021007286e+33
1476805504.010282 203135.0984341139 4.7031945578583386e+17 3.6164213452153584e+22 9.206296771140412e+33
1482193748.0059354 201872.17337681554 4.691756965712094e+17 3.586348256424167e+22 9.23621692178529e+33
1487618574.2881281 200611.34654314525 4.680296743751563e+17 3.5563894565987422e+22 9.266371252523202e+33
1493080052.1494467 199353.44283548146 4.668822127109005e+17 3.526565004033371e+22 9.296760532580442e+33
1498578198.2846498 198100.38814695893 4.657351923016919e+17 3.4969210395471477e+22 9.327385520666392e+33
1504112899.3085372 196856.79112317445 4.645930360058717e+17 3.467566835797145e+22 9.358246964811771e+33
1509683722.8312986 195633.7181035226 4.6346623886730266e+17 3.438762939603685e+22 9.389345602207179e+33
1515289487.1706748 194456.74143964337 4.623788919341058e+17 3.4111086127076824e+22 9.420682159041881e+33
1520927630.3697283 193372.1240956471 4.613747916615355e+17 3.385686127924149e+22 9.452257350342937e+33
1526621205.7373772 191508.78679908442 4.596100211496592e+17 3.3614265188719245e+22 9.484071879814617e+33
1532353582.117664 190218.58382259906 4.5891986948836794e+17 3.3361675177645027e+22 9.51612643967817e+33
1538139668.3769298 188446.1834573914 4.592795690871453e+17 3.3088452114422543e+22 9.548421710512114e+33
1543981373.85501 186630.8406544587 4.5962835125570016e+17 3.2805721984588176e+22 9.580958361092817e+33
1549879046.6250575 184824.29188272034 4.5991380779491635e+17 3.251990496657797e+22 9.613737048235648e+33
1555833225.8761492 183020.74557359435 4.601912178124996e+17 3.223362616318927e+22 9.646758416636492e+33
1561844360.117567 181223.34322324002 4.604685631238633e+17 3.1947904787551103e+22 9.680023098713951e+33
1567912488.7596147 179444.47628907426 4.6072248639821344e+17 3.166335978658153e+22 9.713531714451959e+33
1574037669.0520294 177683.26040658617 4.6095728176911546e+17 3.1380169854345854e+22 9.747284871243073e+33
1580220077.5050955 175935.96448519756 4.61176788891376e+17 3.109813812327096e+22 9.781283163732348e+33
1586459770.9704375 174205.79906235717 4.6137463683834106e+17 3.081742086016766e+22 9.815527173661886e+33
1592756770.8299186 172493.4383254057 4.615596745445172e+17 3.05381715862428e+22 9.850017469716001e+33
1599110455.1459625 170815.90859571274 4.617432135218231e+17 3.0260359330032926e+22 9.884754607367211e+33
1605519651.1570492 169186.6589432412 4.619325748031779e+17 2.998398306654246e+22 9.919739128722916e+33
1611984286.9814866 167575.27731792614 4.62122437647209e+17 2.9709068128355386e+22 9.954971562372822e+33
1618503940.9165928 165990.34084388363 4.622866762795077e+17 2.9435630322645434e+22 9.99045242323727e+33
1625078315.436933 164427.9769678164 4.6243639582293645e+17 2.9163688230924126e+22 1.0026182212416315e+34
1631707329.8585637 162882.2544358901 4.6258268153173344e+17 2.8893259433025974e+22 1.0062161417039714e+34
1638390782.643213 161355.78288667722 4.6270630155833056e+17 2.8624360642589227e+22 1.0098390510117883e+34
1645128579.6545193 159845.56746758637 4.628109360144537e+17 2.835700758639717e+22 1.013486995039374e+34
1651920718.2666821 158349.15863764682 4.6290138103809574e+17 2.8091215119787854e+22 1.0171600182195506e+34
1658767013.2177906 156870.55592304218 4.62960649274978e+17 2.782699746797799e+22 1.0208581635290506e+34
1665667391.3113666 155406.84840773628 4.6299783616746086e+17 2.7564368308283554e+22 1.024581472474014e+34
1672621741.060686 153958.63375813604 4.6300979232806445e+17 2.7303340906660418e+22 1.028329985075578e+34
1679630014.0923636 152524.25209533487 4.6300210926545e+17 2.7043928059925318e+22 1.0321037398555821e+34
1686692037.6952777 151106.16305641056 4.629650009349754e+17 2.67861420146851e+22 1.035902773822386e+34
1693807472.6396644 149707.568025434 4.628855467017187e+17 2.6529994270421423e+22 1.0397271224568105e+34
1700976355.763287 148320.2019814425 4.627949843100079e+17 2.6275495403587872e+22 1.043576819698189e+34
1708198511.2053096 146948.29948315842 4.6267665253974656e+17 2.6022655228052412e+22 1.0474518979305563e+34
1715473786.860268 145591.09617764156 4.625330777240623e+17 2.57714827004227e+22 1.0513523879689468e+34
1722801959.2575586 144249.74546749954 4.623592253732826e+17 2.5521985979093355e+22 1.0552783190458372e+34
1730182859.6599166 142922.8774258302 4.6216004016771104e+17 2.527417246173223e+22 1.0592297187977145e+34
1737616291.250285 141610.77720917983 4.6193392393670483e+17 2.5028048888854517e+22 1.0632066132517843e+34
1745102121.6623552 140311.9665917494 4.616864391636909e+17 2.478362139754629e+22 1.0672090268128187e+34
1752640129.7873108 139027.88133434174 4.614113187970866e+17 2.454089560094103e+22 1.071236982250145e+34
1760230194.2743883 137756.4370230517 4.6111672562244045e+17 2.429987657669693e+22 1.0752905006847853e+34
1767872129.163524 136498.606525868 4.60798278120806e+17 2.4060568930729658e+22 1.0793696015767374e+34
1775565862.2838054 135252.1552926425 4.604650046579073e+17 2.3822976774758904e+22 1.0834743027124165e+34
1783311222.673308 134018.65935794867 4.6010999463771686e+17 2.358710378031054e+22 1.0876046201922478e+34
1791108177.2248094 132795.55772480214 4.59743874920151e+17 2.3352953133975074e+22 1.0917605684184208e+34
1798956602.8940594 131584.2583293089 4.593604340559589e+17 2.3120527601461933e+22 1.0959421600828007e+34
1806856508.193236 130382.41886643015 4.5896961727543475e+17 2.2889829491437954e+22 1.1001494061550133e+34
1814807811.583527 129191.43470414494 4.5856524786605786e+17 2.266086071975497e+22 1.104382315870693e+34
1822810572.1061518 128008.9190373148 4.5815770896513805e+17 2.2433622778191825e+22 1.1086408967198997e+34
1830864770.45209 126836.07154350734 4.577416868226463e+17 2.2208116804885634e+22 1.1129251544357143e+34
1838970522.4417617 125670.70209900646 4.57326954766743e+17 2.198434356066712e+22 1.1172350929830146e+34
1847127921.498555 124513.14945371647 4.569121134188782e+17 2.1762303496824277e+22 1.1215707145474206e+34
1855336975.2212377 123364.69108749788 4.5649141452929414e+17 2.154199675216694e+22 1.1259320195244333e+34
1863598052.9787364 122219.88387980845 4.5608991279703e+17 2.132342312694381e+22 1.1303190065087631e+34
1871911192.7158391 121083.71372297284 4.556849773373612e+17 2.1106582240138986e+22 1.1347316722838365e+34
1880276831.4948277 119950.3820907905 4.553037799827499e+17 2.08914733988543e+22 1.139170011811499e+34
1888695285.838385 118821.76648659215 4.549381014808221e+17 2.0678095765453987e+22 1.143634018221924e+34
1897167038.0069516 117695.65321259409 4.5459893742587456e+17 2.0466448312713374e+22 1.148123682803704e+34
1905692739.0205758 116569.9097901954 4.542972568495409e+17 2.02565298918952e+22 1.1526389949941547e+34
1914273113.7000773 115443.81012756124 4.540375828024291e+17 2.004833930070432e+22 1.1571799423698166e+34
1922909452.5390236 114310.13825426881 4.5385634176706074e+17 1.9841875315433348e+22 1.1617465106371664e+34
1931603253.9488795 113166.77809313058 4.537661221072582e+17 1.9637136910644154e+22 1.1663386836235432e+34
1940357100.9338899 112000.49874697303 4.538354564915804e+17 1.943412334226451e+22 1.170956443268275e+34
1949174683.4937205 110798.63425839566 4.5413294398011994e+17 1.923283456045374e+22 1.1755997696140338e+34
1958062122.0109224 109533.05334464517 4.548094862005351e+17 1.9033271631264325e+22 1.1802686407984002e+34
1967030260.4417696 108150.03823628255 4.561571043828082e+17 1.8835437657393168e+22 1.1849630330456497e+34
1976100712.4864109 106529.44934423325 4.588398927695079e+17 1.8639339579077191e+22 1.1896829206587696e+34
1985321976.284784 104381.91666599254 4.645119419073248e+17 1.844499228980027e+22 1.194428276011689e+34
1994834234.1447966 100775.75783982716 4.788191743183233e+17 1.8252429108321427e+22 1.1991990695417474e+34
2005249576.5408084 91608.27712182372 5.310405209648698e+17 1.8061738860481975e+22 1.2039952697423972e+34
2015800952.2583277 89960.06600503676 5.360288900343305e+17 1.7873216845182033e+22 1.2088168431561268e+34
2026380910.6934137 89248.0097475945 5.344404130745556e+17 1.768688124570997e+22 1.21366375436763e+34
2036989316.1813858 88542.62329859233 5.328574116047666e+17 1.7502703600568766e+22 1.218535965997213e+34
2047626036.5572042 87843.7962549646 5.3128010548571226e+17 1.7320654820237124e+22 1.2234334386944427e+34
2058290940.8764832 87151.43902554047 5.2970857471615917e+17 1.7140706273450288e+22 1.2283561311320382e+34
2068983898.631483 86465.46985025411 5.281428513365974e+17 1.6962829780116606e+22 1.2333040000000004e+34
2079704779.3766372 85785.81121382555 5.265829447017538e+17 1.6786997604006152e+22 1.238277000000001e+34
2090399572.2263951 85114.08050467334 5.250327670213308e+17 1.6613618678287477e+22 1.2432500000000458e+34
2101068640.4075193 84451.77934013156 5.234960338901032e+17 1.644306802261507e+22 1.2482230000001358e+34
2111712341.122701 83798.69314914575 5.219725160038799e+17 1.6275276523291548e+22 1.253196000000271e+34
2122331025.6354182 83154.61446040944 5.2046198637161965e+17 1.611017732021763e+22 1.2581690000004504e+34
2132925039.3694916 82519.3424900661 5.1896422123155475e+17 1.594770571595309e+22 1.2631420000006714e+34
2143494722.0170474 81892.68279465959 5.1747900059973466e+17 1.5787799089128797e+22 1.2681150000009293e+34
2154040407.6510944 81274.44696800894 5.1600610859706765e+17 1.5630396811994986e+22 1.273088000001225e+34
2164562424.840272 80664.45236958555 5.1454533363591046e+17 1.547544017183747e+22 1.2780610000015539e+34
2175061096.764292 80062.52187688812 5.1309646851575296e+17 1.5322872296082183e+22 1.2830340000019132e+34
2185536741.3290052 79468.48365674017 5.1165931045709856e+17 1.517263808082532e+22 1.288007000002304e+34
2195989671.2803874 78882.17095254068 5.102336610941164e+17 1.5024684122699303e+22 1.292980000002726e+34
2206420194.3169994 78303.42188462365 5.088193264380138e+17 1.4878958653780806e+22 1.2979530000031794e+34
2216828613.200619 77732.07926235512 5.0741611682030694e+17 1.4735411479457034e+22 1.3029260000036604e+34
2227215225.8648186 77167.99040655197 5.060238468224833e+17 1.459399391908702e+22 1.3078990000041692e+34
2237580325.5213566 76611.00698102484 5.0464233519545555e+17 1.4454658749260406e+22 1.3128720000047047e+34
2247924200.7642794 76060.98483289815 5.032714047727185e+17 1.431736014962709e+22 1.317845000005266e+34
2258247135.671728 75517.78384024621 5.019108823801657e+17 1.4182053651019414e+22 1.3228180000058522e+34
2268549409.9053936 74981.26776728687 5.0056059874173466e+17 1.4048696085918536e+22 1.3277910000064624e+34
2278831298.8076715 74451.30412582085 4.992203883846167e+17 1.3917245541005497e+22 1.3327640000070957e+34
2289093073.4964843 73927.76404327613 4.978900895440996e+17 1.3787661311808356e+22 1.3377370000077502e+34
2299335000.9578404 73410.52213634191 4.965695440687609e+17 1.3659903859243188e+22 1.3427100000084259e+34
2309557344.1361127 72899.45639035011 4.952585973265774e+17 1.3533934768050766e+22 1.34768300000912e+34
2319760362.022118 72394.44804371797 4.939570981124205e+17 1.3409716706970889e+22 1.3526560000098326e+34
2329944309.7390203 71895.381477311 4.9266489855712365e+17 1.328721339059468e+22 1.3576290000105636e+34
2340109438.6260886 71402.14410851165 4.9138185403843814e+17 1.3166389542825998e+22 1.3626020000113103e+34
2350255996.320385 70914.62628967782 4.9010782309370477e+17 1.3047210861854661e+22 1.36757500001207e+34
2360384226.8364253 70432.72121071126 4.8884266733518106e+17 1.2929643986578481e+22 1.3725480000128416e+34
2370494370.643823 69956.32480574404 4.875862513669772e+17 1.2813656464420573e+22 1.3775210000136243e+34
2380586664.7430134 69485.3356634357 4.8633844270447456e+17 1.2699216720438606e+22 1.382494000014419e+34
2390661342.739063 69019.65494097798 4.850991116959263e+17 1.2586294027709034e+22 1.387467000015222e+34
2400718634.913655 68559.18628146769 4.8386813144631763e+17 1.2474858478898931e+22 1.3924400000160323e+34
2410758768.2952657 68103.83573453895 4.826453777431721e+17 1.2364880958973284e+22 1.397413000016851e+34
2420781966.7275653 67653.51168008073 4.8143072898505126e+17 1.2256333118998487e+22 1.4023860000176742e+34
2430788450.9361515 67208.12475496097 4.802240661116198e+17 1.21491873509798e+22 1.4073590000185011e+34
2440778438.593587 66767.5877824666 4.790252725360144e+17 1.204341676367475e+22 1.4123320000193309e+34
2450752144.3828354 66331.8157045349 4.778342340795356e+17 1.1938995159375687e+22 1.4173050000201624e+34
2460709780.0591145 65900.72551647206 4.7665083890788077e+17 1.183589701157001e+22 1.422278000020995e+34
2470651554.510219 65474.236204189634 4.754749774696314e+17 1.1734097443480465e+22 1.4272510000218292e+34
2480577673.815357 65052.268683641545 4.7430654243634906e+17 1.1633572207396733e+22 1.4322240000226636e+34
2490488341.302529 64634.74574268454 4.7314542864485466e+17 1.1534297664834136e+22 1.437197000023496e+34
2500383757.604509 64221.591984921375 4.7199153304097837e+17 1.14362507674087e+22 1.4421700000243258e+34
2510264120.713449 63812.733775626424 4.7084475462511866e+17 1.133940903843906e+22 1.44714300002515e+34
2520129626.034167 63408.09918964967 4.6970499439957e+17 1.1243750555241029e+22 1.4521160000259705e+34
2529980466.4361153 63007.61796115722 4.685721553172603e+17 1.1149253932068228e+22 1.4570890000267873e+34
2539816832.3041043 62611.22143515438 4.674461422321627e+17 1.10558983036819e+22 1.4620620000275967e+34
2549638911.587822 62218.84252077818 4.663268618512632e+17 1.096366330953378e+22 1.4670350000284006e+34
2559446889.8501625 61830.41564598644 4.652142226874534e+17 1.0872529078499433e+22 1.4720080000291971e+34
2569240950.314416 61445.876714082726 4.641081350142056e+17 1.0782476214183496e+22 1.4769810000299853e+34
2579021273.9103045 61065.16306179777 4.630085108222642e+17 1.0693485780744685e+22 1.4819540000307643e+34
2588788039.3189445 60688.21341870717 4.61915263777064e+17 1.0605539289225807e+22 1.4869270000315313e+34
2598541423.016747 60314.96786800773 4.608283091773714e+17 1.0518618684364069e+22 1.4919000000322873e+34
2608281599.3182807 59945.36780868575 4.59747563915284e+17 1.0432706331877216e+22 1.4968730000330321e+34
2618008740.4181447 59579.355918877525 4.58672946437269e+17 1.0347785006183619e+22 1.501846000033766e+34
2627723016.4318714 59216.876120536734 4.576043767064682e+17 1.0263837878555198e+22 1.5068190000344887e+34
2637424595.4358845 58857.87354521527 4.565417761660953e+17 1.0180848505679694e+22 1.5117920000352003e+34
2647113643.506544 58502.294501020195 4.554850677038483e+17 1.0098800818616497e+22 1.5167650000359019e+34
2656790324.7582917 58150.086440631 4.544341756173718e+17 1.0017679112127793e+22 1.5217380000365914e+34
2666454801.3809457 57801.19793037166 4.5338902558087565e+17 9.93746803437686e+21 1.526711000037267e+34
2676107233.6761503 57455.57862033983 4.5234954461242234e+17 9.858152576977943e+21 1.5316840000379317e+34
2685747780.0929904 57113.17921536171 4.513156610424159e+17 9.779718065361292e+21 1.5366570000385825e+34
2695376597.2628365 56773.95144707377 4.5028730448300966e+17 9.702150149494287e+21 1.5416300000392204e+34
2704993840.0333915 56437.84804675353 4.4926440579801837e+17 9.625434794879246e+21 1.5466030000398444e+34
2714599661.502015 56104.82271903692 4.482468970742114e+17 9.54955827386296e+21 1.5515760000404574e+34
2724194213.0482745 55774.83011653783 4.472347115930424e+17 9.474507157237228e+21 1.5565490000410574e+34
2733777644.365824 55447.825815199554 4.4622778380332736e+17 9.400268306105697e+21 1.5615220000416464e+34
2743350103.4935656 55123.766290457424 4.452260492946464e+17 9.326828864021156e+21 1.5664950000422243e+34
2752911736.846149 54802.60889405529 4.442294447715156e+17 9.254176249365385e+21 1.5714680000427912e+34
2762462689.243798 54484.31183178721 4.4323790802828243e+17 9.182298148002305e+21 1.576441000043346e+34
2772003103.9415274 54168.83414163874 4.4225137792451117e+17 9.11118250612661e+21 1.581414000043889e+34
2781533122.6577106 53856.135672863515 4.412697943615232e+17 9.040817523382994e+21 1.5863870000444217e+34
2791052885.6020527 53546.177065506985 4.402930982591511e+17 8.97119164616605e+21 1.5913600000449452e+34
2800562531.502965 53238.919730687834 4.393212315331376e+17 8.902293561160815e+21 1.5963330000454567e+34
2810062197.6343827 52934.32583138632 4.3835413707347546e+17 8.83411218906882e+21 1.6013060000459571e+34
2819552019.8420086 52632.35826382934 4.3739175872290765e+17 8.766636678530933e+21 1.6062790000464465e+34
2829032132.569014 52332.98063946551 4.36434041256519e+17 8.699856400252088e+21 1.6112520000469248e+34
2838502668.8812113 52036.15726745857 4.354809303611481e+17 8.633760941292128e+21 1.616225000047393e+34
2847963760.4916983 51741.8531376819 4.345323726162116e+17 8.568340099544463e+21 1.621198000047851e+34
2857415537.7850122 51450.03390419585 4.3358831547421606e+17 8.50358387836657e+21 1.626171000048297e+34
2866858129.840785 51160.66586932766 4.326487072423651e+17 8.439482481403725e+21 1.6311440000487302e+34
2876291664.4569244 50873.71596800841 4.3171349706446605e+17 8.376026307531825e+21 1.6361170000491522e+34
2885716268.1723065 50589.15175282013 4.3078263490302515e+17 8.313205945990648e+21 1.6410900000495623e+34
2895132066.289047 50306.94137921053 4.2985607152222394e+17 8.251012171625883e+21 1.646063000049964e+34
2904539182.894277 50027.05359137664 4.2893375847128685e+17 8.189435940309485e+21 1.6510360000503547e+34
2913937740.881535 49749.45770838862 4.280156480679858e+17 8.12846838446629e+21 1.6560090000507334e+34
2923327861.971706 49474.123610738665 4.271016933827279e+17 8.068100808746857e+21 1.660982000051101e+34
2932709666.7335553 49201.02172734302 4.261918482230075e+17 8.00832468583427e+21 1.6659550000514576e+34
2942083274.603863 48930.12302277662 4.252860671182954e+17 7.949131652352031e+21 1.670928000051803e+34
2951448803.9071627 48661.39898499935 4.2438430530525734e+17 7.890513504912418e+21 1.6759010000521375e+34
2960806371.875092 48394.821613371234 4.234865187132708e+17 7.832462196269266e+21 1.6808740000524618e+34
2970156094.665379 48130.36340695372 4.22592663950629e+17 7.774969831579431e+21 1.685847000052775e+34
2979498087.380443 47867.99735328045 4.217026982905588e+17 7.71802866478695e+21 1.690820000053078e+34
2988832464.0856624 47607.69691719614 4.208165796580633e+17 7.661631095078799e+21 1.6957930000533692e+34
2998159337.827281 47349.43603029773 4.199342666167995e+17 7.605769663485422e+21 1.700766000053651e+34
3007478820.649959 47093.18908038405 4.1905571835628416e+17 7.550437049531883e+21 1.705739000053921e+34
3016791023.614028 46838.930901400345 4.181808946796436e+17 7.495626068021142e+21 1.7107120000541806e+34
3026096056.812381 46586.63676352403 4.1730975599138003e+17 7.441329665881856e+21 1.7156850000544293e+34
3035394029.387075 46336.28236358519 4.1644226328553856e+17 7.387540919116943e+21 1.7206580000546687e+34
3044685049.545603 46087.843815710556 4.155783781341404e+17 7.334253029831379e+21 1.725631000054897e+34
3053969224.5768676 45841.297642260186 4.1471806267595066e+17 7.281459323350003e+21 1.7306040000551134e+34
3063246660.866885 45596.62076487882 4.1386127960559456e+17 7.229153245395711e+21 1.7355770000553187e+34
3072517463.914154 45353.79049602266 4.1300799216240774e+17 7.177328359375608e+21 1.7405500000555139e+34
3081781738.3447714 45112.78453042011 4.1215816412031584e+17 7.12597834370624e+21 1.745523000055697e+34
3091039587.927273 44873.58093699716 4.113117597774113e+17 7.075096989242195e+21 1.75049600005587e+34
3100291115.587188 44636.158150844305 4.104687439459454e+17 7.024678196749684e+21 1.755469000056032e+34
3109536423.421343 44400.49496550324 4.0962908194251757e+17 6.974715974465463e+21 1.7604420000561829e+34
3118775612.7119074 44166.57052538295 4.0879273957855866e+17 6.925204435711011e+21 1.7654150000563227e+34
3128008783.9401765 43934.36431842739 4.0795968315083283e+17 6.876137796576472e+21 1.7703880000564514e+34
3137236036.8001204 43703.85616887386 4.0712987943261e+17 6.827510373657271e+21 1.7753610000565682e+34
3146457470.211687 43475.02623035153 4.063032956643845e+17 6.779316581865808e+21 1.780334000056674e+34
3155673182.333865 43247.85497897482 4.054798995452629e+17 6.731550932278805e+21 1.7853070000567667e+34
3164883270.5775323 43022.32320674746 4.046596592246481e+17 6.684208030064131e+21 1.7902800000568474e+34
3174087831.61806 42798.41201507262 4.0384254329358496e+17 6.637282572444734e+21 1.7952530000569172e+34
3183286961.407707 42576.10280842187 4.0302852077685094e+17 6.590769346722761e+21 1.8002260000569758e+34
3192480755.187795 42355.377288194184 4.022175611247267e+17 6.544663228352829e+21 1.8051990000570215e+34
3201669307.5006886 42136.2174466807 4.014096342055446e+17 6.498959179066022e+21 1.8101720000570562e+34
3210852712.2015424 41918.605561221 4.006047102977652e+17 6.453652245039689e+21 1.8151450000570798e+34
3220031062.4698653 41702.52418849348 3.998027600827728e+17 6.408737555119854e+21 1.8201180000570896e+34
3229204450.8208947 41487.9561588835 3.9900375463729856e+17 6.364210319073135e+21 1.8250910000570864e+34
3238372969.1167684 41274.88457111415 3.9820766542667725e+17 6.320065825907688e+21 1.830064000057074e+34
3247536708.577491 41063.29278688007 3.9741446429741926e+17 6.276299442211856e+21 1.8350370000570506e+34
3256695759.7917457 40853.16442567819 3.96624123470905e+17 6.23290661055151e+21 1.8400100000570143e+34
3265850212.7275186 40644.48335974909 3.9583661553630483e+17 6.189882847896825e+21 1.844983000056965e+34
3275000156.742543 40437.233709132626 3.9505191344417645e+17 6.147223744092988e+21 1.8499560000569056e+34
3284145680.594562 40231.39983683746 3.94269990500265e+17 6.104924960369279e+21 1.8549290000568342e+34
3293286872.451439 40026.96634413845 3.934908203589557e+17 6.062982227882651e+21 1.8599020000567499e+34
3302423819.9011116 39823.9180659502 3.9271437701726886e+17 6.021391346297455e+21 1.8648750000566554e+34
3311556609.961352 39622.24006637817 3.919406348088834e+17 5.980148182402371e+21 1.869848000056548e+34
3320685329.0894017 39421.91763427357 3.911695683983751e+17 5.939248668750489e+21 1.8748210000564268e+34
